date,timestamp,site_id,serial_num,duration,ac_voltage,ac_frequency,dc_voltage,dc_current,temperature,error_seconds,energy
2023-08-01,2023-08-01T17:47:57Z,4490206,202307227203,23,246.69,59.94,34.58,0.02,35,0,0
2023-08-01,2023-08-01T18:03:15Z,4490206,202307227203,918,245.62,60.09,30.59,0.07,34,0,0
2023-08-01,2023-08-01T18:18:29Z,4490206,202307227203,914,247.34,60.07,35.04,0.02,33,0,0
2023-08-01,2023-08-01T18:18:43Z,4490206,202307227203,14,245.91,60.03,32.6,0.06,33,0,0
2023-08-01,2023-08-01T18:34:10Z,4490206,202307227203,927,247.25,59.94,29.54,0.04,32,0,0
2023-08-01,2023-08-01T18:49:43Z,4490206,202307227203,933,246.28,59.96,18.72,0.02,32,0,0
2023-08-01,2023-08-01T17:42:34Z,4490206,202307227204,124,247.22,59.98,35.1,0.01,35,0,0
2023-08-01,2023-08-01T17:42:42Z,4490206,202307227204,8,247.12,59.95,35.08,0.01,35,0,0
2023-08-01,2023-08-01T17:47:28Z,4490206,202307227204,286,247.03,59.91,34.62,0.01,35,0,0
2023-08-01,2023-08-01T17:47:50Z,4490206,202307227204,22,246.94,59.91,34.65,0.01,35,0,0
2023-08-01,2023-08-01T18:03:10Z,4490206,202307227204,920,245.5,60.09,29.8,0.07,34,0,0
2023-08-01,2023-08-01T18:18:13Z,4490206,202307227204,903,247.38,60.06,35.05,0.01,33,0,0
2023-08-01,2023-08-01T18:18:24Z,4490206,202307227204,11,247.31,60.06,35.06,0.01,33,0,0
2023-08-01,2023-08-01T18:33:35Z,4490206,202307227204,911,245.88,59.84,29.59,0.04,32,0,0
2023-08-01,2023-08-01T18:48:40Z,4490206,202307227204,905,246.88,59.98,10.48,0.02,32,0,0
2023-08-01,2023-08-01T17:42:45Z,4490206,202307227217,121,246.91,59.96,35.18,0.02,35,0,0
2023-08-01,2023-08-01T17:42:58Z,4490206,202307227217,13,246.81,59.98,35.13,0.02,35,0,0
2023-08-01,2023-08-01T17:47:33Z,4490206,202307227217,275,246.91,59.91,34.78,0.02,35,0,0
2023-08-01,2023-08-01T17:47:55Z,4490206,202307227217,22,246.47,59.93,34.81,0.01,35,0,0
2023-08-01,2023-08-01T18:03:14Z,4490206,202307227217,919,245.53,60.08,30.65,0.08,34,0,0
2023-08-01,2023-08-01T18:18:27Z,4490206,202307227217,913,247.25,60.07,35.2,0.02,33,0,0
2023-08-01,2023-08-01T18:18:41Z,4490206,202307227217,14,245.94,60.05,34.4,0.04,33,0,0
2023-08-01,2023-08-01T18:34:08Z,4490206,202307227217,927,247,59.94,28.79,0.04,32,0,0
2023-08-01,2023-08-01T18:49:13Z,4490206,202307227217,905,245.84,59.96,17.93,0.02,32,0,0
2023-08-01,2023-08-01T17:42:21Z,4490206,202307227328,24,247.47,59.98,34.66,0.02,35,0,0
2023-08-01,2023-08-01T17:47:43Z,4490206,202307227328,322,247.25,59.88,34.13,0.03,35,0,0
2023-08-01,2023-08-01T17:48:09Z,4490206,202307227328,26,246.59,60,34.18,0.02,34,0,0
2023-08-01,2023-08-01T18:03:40Z,4490206,202307227328,931,246.12,60.05,31.09,0.05,34,0,0
2023-08-01,2023-08-01T18:18:55Z,4490206,202307227328,915,247.22,60.03,29,0.08,33,0,0
2023-08-01,2023-08-01T18:19:03Z,4490206,202307227328,8,247.44,60,28.96,0.07,33,0,0
2023-08-01,2023-08-01T18:34:18Z,4490206,202307227328,915,247.47,60.01,26.98,0.04,32,0,0
2023-08-01,2023-08-01T18:49:52Z,4490206,202307227328,934,246.41,59.97,13.61,0.02,32,0,0
2023-08-01,2023-08-01T17:42:39Z,4490206,202307227349,137,246.91,59.96,34.55,0.02,35,0,0
2023-08-01,2023-08-01T17:42:57Z,4490206,202307227349,18,246.72,59.98,34.53,0.02,35,0,0
2023-08-01,2023-08-01T17:57:59Z,4490206,202307227349,902,245.12,60.01,28.92,0.07,34,0,0
2023-08-01,2023-08-01T18:13:13Z,4490206,202307227349,914,239.69,59.92,34.65,0.02,33,0,0
2023-08-01,2023-08-01T18:13:42Z,4490206,202307227349,29,247.56,60.05,34.6,0.02,33,0,0
2023-08-01,2023-08-01T18:13:52Z,4490206,202307227349,10,247.38,60.02,34.58,0.01,33,0,0
2023-08-01,2023-08-01T18:28:54Z,4490206,202307227349,902,247.22,60.17,25.52,0.04,33,0,0
2023-08-01,2023-08-01T18:43:59Z,4490206,202307227349,905,247.44,59.94,24.89,0.04,33,0,0
2023-08-01,2023-08-01T17:42:24Z,4490206,202307227365,17,247.31,59.98,34.8,0.02,36,0,0
2023-08-01,2023-08-01T17:47:46Z,4490206,202307227365,322,247,59.89,34.27,0.04,35,0,0
2023-08-01,2023-08-01T17:48:13Z,4490206,202307227365,27,247.09,60,34.34,0.01,35,0,0
2023-08-01,2023-08-01T18:03:42Z,4490206,202307227365,929,245.97,60.04,29.34,0.08,34,0,0
2023-08-01,2023-08-01T18:18:58Z,4490206,202307227365,916,247.22,60.02,31.66,0.06,33,0,0
2023-08-01,2023-08-01T18:19:06Z,4490206,202307227365,8,247.22,60,32.3,0.06,33,0,0
2023-08-01,2023-08-01T18:34:21Z,4490206,202307227365,915,247.41,60.02,29.25,0.04,32,0,0
2023-08-01,2023-08-01T18:49:55Z,4490206,202307227365,934,246.38,59.99,20.59,0.02,32,0,0
2023-08-01,2023-08-01T17:42:47Z,4490206,202307227367,120,247.09,59.97,35,0.02,35,0,0
2023-08-01,2023-08-01T17:43:00Z,4490206,202307227367,13,246.84,59.98,34.97,0.01,35,0,0
2023-08-01,2023-08-01T17:47:34Z,4490206,202307227367,274,247,59.91,34.61,0.02,35,0,0
2023-08-01,2023-08-01T17:47:56Z,4490206,202307227367,22,246.47,59.94,34.64,0.02,35,0,0
2023-08-01,2023-08-01T18:03:14Z,4490206,202307227367,918,244.88,60.08,29.4,0.07,34,0,0
2023-08-01,2023-08-01T18:18:28Z,4490206,202307227367,914,247.47,60.07,35.05,0,33,0,0
2023-08-01,2023-08-01T18:18:42Z,4490206,202307227367,14,246.12,60.04,31.32,0.04,33,0,0
2023-08-01,2023-08-01T18:34:09Z,4490206,202307227367,927,247.31,59.95,24.56,0.02,32,0,0
2023-08-01,2023-08-01T18:49:43Z,4490206,202307227367,934,246.12,59.96,21.98,0.03,31,0,0
2023-08-01,2023-08-01T18:49:59Z,4490206,202307227367,16,246.31,59.99,21.97,0,31,0,0
2023-08-01,2023-08-01T17:42:22Z,4490206,202307227563,21,247.03,59.98,35.12,0.04,35,0,0
2023-08-01,2023-08-01T17:47:44Z,4490206,202307227563,322,247.09,59.89,34.55,0.04,35,0,0
2023-08-01,2023-08-01T17:48:10Z,4490206,202307227563,26,246.56,60,34.6,0.04,35,0,0
2023-08-01,2023-08-01T18:03:41Z,4490206,202307227563,931,245.78,60.05,29.36,0.09,34,0,0
2023-08-01,2023-08-01T18:18:56Z,4490206,202307227563,915,247.16,60.02,31.2,0.08,33,0,0
2023-08-01,2023-08-01T18:19:04Z,4490206,202307227563,8,247.16,60,31.27,0.09,33,0,0
2023-08-01,2023-08-01T18:34:19Z,4490206,202307227563,915,247.5,60.02,27.96,0.06,33,0,0
2023-08-01,2023-08-01T17:42:23Z,4490206,202307227980,19,247.03,59.98,35,0.02,35,0,0
2023-08-01,2023-08-01T17:47:45Z,4490206,202307227980,322,247,59.89,34.48,0.02,35,0,0
2023-08-01,2023-08-01T17:48:12Z,4490206,202307227980,27,247,59.99,34.51,0.02,35,0,0
2023-08-01,2023-08-01T18:03:41Z,4490206,202307227980,929,245.91,60.04,28.89,0.07,34,0,0
2023-08-01,2023-08-01T18:18:57Z,4490206,202307227980,916,247.31,60.02,29.96,0.07,33,0,0
2023-08-01,2023-08-01T18:19:05Z,4490206,202307227980,8,247.34,60,28.77,0.07,33,0,0
2023-08-01,2023-08-01T18:34:20Z,4490206,202307227980,915,247.47,60.02,27.64,0.04,33,0,0
2023-08-01,2023-08-01T18:49:54Z,4490206,202307227980,934,246.34,59.98,16.88,0.02,32,0,0
2023-08-01,2023-08-01T17:42:51Z,4490206,202307228109,113,247.09,59.97,34.42,0.02,35,0,0
2023-08-01,2023-08-01T17:43:03Z,4490206,202307228109,12,246.91,59.97,34.34,0.02,35,0,0
2023-08-01,2023-08-01T17:47:36Z,4490206,202307228109,273,247,59.91,34.21,0.02,35,0,0
2023-08-01,2023-08-01T17:47:59Z,4490206,202307228109,23,246.91,59.96,34.23,0.02,35,0,0
2023-08-01,2023-08-01T18:03:17Z,4490206,202307228109,918,245.38,60.07,29.23,0.07,34,0,0
2023-08-01,2023-08-01T18:18:31Z,4490206,202307228109,914,247.5,60.07,34.9,0.02,33,0,0
2023-08-01,2023-08-01T18:18:45Z,4490206,202307228109,14,247.19,60.03,32.23,0.06,33,0,0
2023-08-01,2023-08-01T18:34:12Z,4490206,202307228109,927,247.31,59.96,30.09,0.04,33,0,0
2023-08-01,2023-08-01T17:42:33Z,4490206,202307228707,127,247.38,59.98,34.78,0,36,0,0
2023-08-01,2023-08-01T17:42:41Z,4490206,202307228707,8,246.97,59.95,34.83,0.02,36,0,0
2023-08-01,2023-08-01T17:47:28Z,4490206,202307228707,287,247.22,59.9,34.5,0.02,35,0,0
2023-08-01,2023-08-01T17:47:49Z,4490206,202307228707,21,247.09,59.91,34.53,0.02,35,0,0
2023-08-01,2023-08-01T18:03:09Z,4490206,202307228707,920,245.69,60.09,29.24,0.05,34,0,0
2023-08-01,2023-08-01T18:18:12Z,4490206,202307228707,903,247.59,60.06,34.92,0.02,33,0,0
2023-08-01,2023-08-01T18:18:23Z,4490206,202307228707,11,247.53,60.06,34.96,0.02,33,0,0
2023-08-01,2023-08-01T18:33:35Z,4490206,202307228707,912,246.16,59.85,22.01,0.06,33,0,0
2023-08-01,2023-08-01T18:34:05Z,4490206,202307228707,30,246.34,59.95,22,0.05,33,0,0
2023-08-01,2023-08-01T18:49:10Z,4490206,202307228707,905,246.09,59.97,21.97,0.03,32,0,0
2023-08-01,2023-08-01T17:43:27Z,4490206,202307228713,93,246.94,59.98,34.84,0.03,35,0,0
2023-08-01,2023-08-01T17:47:42Z,4490206,202307228713,255,246.97,59.88,34.57,0.03,35,0,0
2023-08-01,2023-08-01T17:48:07Z,4490206,202307228713,25,246.62,59.99,34.6,0.03,35,0,0
2023-08-01,2023-08-01T18:03:22Z,4490206,202307228713,915,245.69,60.07,28.26,0.08,34,0,0
2023-08-01,2023-08-01T18:18:50Z,4490206,202307228713,928,246.88,60.04,30.9,0.07,33,0,0
2023-08-01,2023-08-01T18:18:54Z,4490206,202307228713,4,246.94,60.04,32.44,0.06,33,0,0
2023-08-01,2023-08-01T18:34:17Z,4490206,202307228713,923,247.31,60,28.95,0.05,32,0,0
2023-08-01,2023-08-01T18:49:52Z,4490206,202307228713,935,246.06,59.97,21.16,0.03,32,0,0
2023-08-01,2023-08-01T17:43:38Z,4490206,202307229140,181,247.31,60,34.8,0,36,0,0
2023-08-01,2023-08-01T17:43:50Z,4490206,202307229140,12,247.56,60.01,34.76,0.02,36,0,0
2023-08-01,2023-08-01T17:47:31Z,4490206,202307229140,221,247.19,59.91,34.6,0.01,35,0,0
2023-08-01,2023-08-01T17:47:52Z,4490206,202307229140,21,247.06,59.92,34.62,0.01,35,0,0
2023-08-01,2023-08-01T18:03:12Z,4490206,202307229140,920,245.88,60.09,28.8,0.06,34,0,0
2023-08-01,2023-08-01T18:18:25Z,4490206,202307229140,913,247.56,60.06,35.07,0.01,33,0,0
2023-08-01,2023-08-01T18:18:39Z,4490206,202307229140,14,247.59,60.06,34.07,0.02,33,0,0
2023-08-01,2023-08-01T18:34:07Z,4490206,202307229140,928,246.62,59.95,26.74,0.05,33,0,0
2023-08-01,2023-08-01T18:49:11Z,4490206,202307229140,904,246.19,59.97,22,0.02,32,0,0
2023-08-01,2023-08-01T18:49:41Z,4490206,202307229140,30,246.38,59.95,21.99,0.02,32,0,0
2023-08-01,2023-08-01T17:41:42Z,4490206,202307229173,35,247.38,59.97,35.26,0.02,35,0,0
2023-08-01,2023-08-01T17:42:17Z,4490206,202307229173,35,247.03,59.98,35.1,0.01,35,0,0
2023-08-01,2023-08-01T17:47:39Z,4490206,202307229173,322,247.06,59.9,34.56,0.01,34,0,0
2023-08-01,2023-08-01T17:48:03Z,4490206,202307229173,24,246.84,59.97,34.61,0.01,34,0,0
2023-08-01,2023-08-01T18:03:20Z,4490206,202307229173,917,245.47,60.08,30.46,0.07,33,0,0
2023-08-01,2023-08-01T18:18:34Z,4490206,202307229173,914,247.5,60.07,35,0.02,33,0,0
2023-08-01,2023-08-01T18:18:48Z,4490206,202307229173,14,247.03,60.03,29.96,0.06,33,0,0
2023-08-01,2023-08-01T18:34:14Z,4490206,202307229173,926,247.38,59.98,26.92,0.05,32,0,0
2023-08-01,2023-08-01T18:49:48Z,4490206,202307229173,934,246.25,59.97,22,0.03,31,0,0
2023-08-01,2023-08-01T18:50:00Z,4490206,202307229173,12,246.34,59.99,21.97,0.03,31,0,0
2023-08-01,2023-08-01T17:42:19Z,4490206,202307229188,29,247.12,59.98,34.9,0.03,36,0,0
2023-08-01,2023-08-01T17:47:41Z,4490206,202307229188,322,247.09,59.89,34.42,0.02,35,0,0
2023-08-01,2023-08-01T17:48:06Z,4490206,202307229188,25,246.69,59.98,34.49,0.02,35,0,0
2023-08-01,2023-08-01T18:03:21Z,4490206,202307229188,915,245.78,60.07,32.74,0.04,34,0,0
2023-08-01,2023-08-01T18:18:49Z,4490206,202307229188,928,247.34,60.04,30.53,0.06,33,0,0
2023-08-01,2023-08-01T18:18:53Z,4490206,202307229188,4,247.19,60.03,31.43,0.06,33,0,0
2023-08-01,2023-08-01T18:34:16Z,4490206,202307229188,923,247.25,59.98,27.86,0.04,33,0,0
2023-08-01,2023-08-01T17:42:37Z,4490206,202307229305,117,247.56,59.97,34.8,0,36,0,0
2023-08-01,2023-08-01T17:42:44Z,4490206,202307229305,7,247.31,59.96,34.75,0,36,0,0
2023-08-01,2023-08-01T17:47:32Z,4490206,202307229305,288,247.31,59.91,34.43,0,35,0,0
2023-08-01,2023-08-01T17:47:54Z,4490206,202307229305,22,247.16,59.93,34.44,0,35,0,0
2023-08-01,2023-08-01T18:03:13Z,4490206,202307229305,919,245.94,60.08,28.57,0.06,34,0,0
2023-08-01,2023-08-01T18:18:26Z,4490206,202307229305,913,247.69,60.07,34.9,0.02,33,0,0
2023-08-01,2023-08-01T18:18:40Z,4490206,202307229305,14,247.53,60.05,33.8,0.04,33,0,0
2023-08-01,2023-08-01T18:34:07Z,4490206,202307229305,927,246.75,59.95,27.45,0.04,33,0,0
2023-08-01,2023-08-01T18:49:12Z,4490206,202307229305,905,246.28,59.97,22.01,0.02,32,0,0
2023-08-01,2023-08-01T18:49:42Z,4490206,202307229305,30,246.44,59.95,21.98,0.02,32,0,0
2023-08-01,2023-08-01T17:42:25Z,4490206,202307229413,14,247.19,59.97,35.05,0.01,36,0,0
2023-08-01,2023-08-01T17:47:47Z,4490206,202307229413,322,246.88,59.9,34.42,0.01,35,0,0
2023-08-01,2023-08-01T17:48:14Z,4490206,202307229413,27,246.84,60,34.45,0.01,35,0,0
2023-08-01,2023-08-01T18:03:43Z,4490206,202307229413,929,245.94,60.04,28.94,0.06,34,0,0
2023-08-01,2023-08-01T18:18:59Z,4490206,202307229413,916,247.22,60.02,33.03,0.04,33,0,0
2023-08-01,2023-08-01T18:19:06Z,4490206,202307229413,7,247.22,60.01,30.4,0.06,33,0,0
2023-08-01,2023-08-01T18:34:21Z,4490206,202307229413,915,247.38,60.02,29.08,0.03,33,0,0
2023-08-01,2023-08-01T17:42:35Z,4490206,202307230467,122,247.09,59.97,34.78,0.01,35,0,0
2023-08-01,2023-08-01T17:42:43Z,4490206,202307230467,8,246.97,59.94,34.75,0.01,35,0,0
2023-08-01,2023-08-01T17:47:30Z,4490206,202307230467,287,246.97,59.91,34.35,0.01,34,0,0
2023-08-01,2023-08-01T17:47:51Z,4490206,202307230467,21,246.97,59.92,34.38,0.01,34,0,0
2023-08-01,2023-08-01T18:03:11Z,4490206,202307230467,920,245.56,60.09,29.98,0.05,34,0,0
2023-08-01,2023-08-01T18:18:24Z,4490206,202307230467,913,247.41,60.06,34.95,0.01,33,0,0
2023-08-01,2023-08-01T18:18:38Z,4490206,202307230467,14,247.5,60.06,33.87,0.04,33,0,0
2023-08-01,2023-08-01T18:34:06Z,4490206,202307230467,928,246.41,59.95,29.91,0.03,33,0,0
2023-08-01,2023-08-01T18:49:11Z,4490206,202307230467,905,245.94,59.97,21.97,0.02,32,0,0
2023-08-01,2023-08-01T18:49:40Z,4490206,202307230467,29,246.22,59.94,21.98,0.02,32,0,0
2023-08-02,2023-08-02T05:56:44Z,4490206,202307226911,15,248.81,59.88,33.73,0.02,27,0,0
2023-08-02,2023-08-02T06:12:19Z,4490206,202307226911,935,248.62,59.94,31.43,0.14,28,0,0
2023-08-02,2023-08-02T06:27:53Z,4490206,202307226911,934,248.66,60.21,34.83,0.31,29,0,2
2023-08-02,2023-08-02T06:43:27Z,4490206,202307226911,934,247.88,60.02,36.03,0.62,30,0,4
2023-08-02,2023-08-02T06:58:55Z,4490206,202307226911,928,251.84,59.97,36.22,0.94,31,0,6
2023-08-02,2023-08-02T07:14:30Z,4490206,202307226911,935,249.81,60.05,36.48,1.43,33,0,10
2023-08-02,2023-08-02T07:30:03Z,4490206,202307226911,933,251.44,59.98,35.7,2.52,36,0,18
2023-08-02,2023-08-02T07:45:32Z,4490206,202307226911,929,252.19,59.98,35.62,3.2,39,0,25
2023-08-02,2023-08-02T08:01:06Z,4490206,202307226911,934,251.62,59.92,35.5,3.87,42,0,32
2023-08-02,2023-08-02T08:16:39Z,4490206,202307226911,933,251.88,59.98,35.29,4.53,44,0,38
2023-08-02,2023-08-02T08:32:08Z,4490206,202307226911,929,249.69,59.92,35.05,5.22,47,0,42
2023-08-02,2023-08-02T08:47:42Z,4490206,202307226911,934,252.78,59.96,34.83,6.06,50,0,50
2023-08-02,2023-08-02T09:03:15Z,4490206,202307226911,933,252.97,60,34.59,6.75,52,0,57
2023-08-02,2023-08-02T09:18:44Z,4490206,202307226911,929,253.25,60.13,34.35,7.55,54,0,62
2023-08-02,2023-08-02T09:34:18Z,4490206,202307226911,934,253.22,60.01,34.16,7.84,56,0,67
2023-08-02,2023-08-02T09:49:52Z,4490206,202307226911,934,253.84,60.08,34.21,8.38,57,0,70
2023-08-02,2023-08-02T10:05:20Z,4490206,202307226911,928,254.59,60.02,33.95,8.29,58,0,71
2023-08-02,2023-08-02T10:20:54Z,4490206,202307226911,934,255.12,60.05,33.56,9.27,61,0,75
2023-08-02,2023-08-02T10:36:29Z,4490206,202307226911,935,255.12,59.99,33.58,9.76,63,0,79
2023-08-02,2023-08-02T10:51:57Z,4490206,202307226911,928,254.94,60.04,33.64,10,63,0,82
2023-08-02,2023-08-02T11:07:31Z,4490206,202307226911,934,252.75,60,34.07,7.27,62,0,81
2023-08-02,2023-08-02T11:23:05Z,4490206,202307226911,934,250.5,59.95,34.19,2.98,58,0,61
2023-08-02,2023-08-02T11:38:33Z,4490206,202307226911,928,253.97,60.09,36.73,10.27,57,0,67
2023-08-02,2023-08-02T11:54:08Z,4490206,202307226911,935,253.81,60.03,35.67,10.48,61,0,85
2023-08-02,2023-08-02T12:09:40Z,4490206,202307226911,932,253.47,59.92,36.36,10.36,60,0,76
2023-08-02,2023-08-02T12:25:09Z,4490206,202307226911,929,250.91,59.96,34.24,4.76,57,0,66
2023-08-02,2023-08-02T12:40:44Z,4490206,202307226911,935,253.22,60,37.64,10.08,56,0,66
2023-08-02,2023-08-02T12:56:17Z,4490206,202307226911,933,253.84,60.03,35.71,10.44,58,0,68
2023-08-02,2023-08-02T13:11:46Z,4490206,202307226911,929,253.69,59.94,34.75,10.66,59,0,80
2023-08-02,2023-08-02T13:27:21Z,4490206,202307226911,935,253.19,60.08,34.84,10.62,62,0,92
2023-08-02,2023-08-02T13:42:54Z,4490206,202307226911,933,252.09,59.64,34.44,10.73,59,0,75
2023-08-02,2023-08-02T13:58:23Z,4490206,202307226911,929,251.97,59.76,33.73,10.64,60,0,89
2023-08-02,2023-08-02T14:13:57Z,4490206,202307226911,934,251.31,59.98,33.6,10.88,61,0,88
2023-08-02,2023-08-02T14:29:31Z,4490206,202307226911,934,250.66,60.09,33.9,9.58,60,0,83
2023-08-02,2023-08-02T14:44:59Z,4490206,202307226911,928,251.53,59.98,33.84,10.05,60,0,82
2023-08-02,2023-08-02T15:00:34Z,4490206,202307226911,935,249.75,59.96,34.89,7.88,55,0,62
2023-08-02,2023-08-02T15:16:08Z,4490206,202307226911,934,249.62,60.05,34.8,3.99,51,0,51
2023-08-02,2023-08-02T15:31:36Z,4490206,202307226911,928,249.5,59.72,34.86,3.82,48,0,44
2023-08-02,2023-08-02T15:47:11Z,4490206,202307226911,935,251.28,59.74,34.76,7.62,49,0,50
2023-08-02,2023-08-02T16:02:43Z,4490206,202307226911,932,249.88,60.24,34.74,2.97,48,0,49
2023-08-02,2023-08-02T16:18:12Z,4490206,202307226911,929,250.38,60.22,34.84,2.61,45,0,26
2023-08-02,2023-08-02T16:33:46Z,4490206,202307226911,934,250.28,59.99,34.96,2.48,43,0,21
2023-08-02,2023-08-02T16:49:20Z,4490206,202307226911,934,250.53,60.01,34.01,1.79,43,0,24
2023-08-02,2023-08-02T16:56:56Z,4490206,202307226911,456,250.5,60.03,34.03,1.29,42,0,6
2023-08-02,2023-08-02T17:12:12Z,4490206,202307226911,916,250.09,59.98,33.12,0.64,39,0,6
2023-08-02,2023-08-02T17:27:43Z,4490206,202307226911,931,250.19,60.06,34.77,0.9,37,0,5
2023-08-02,2023-08-02T17:43:19Z,4490206,202307226911,936,250.56,60,34.74,1.66,39,0,16
2023-08-02,2023-08-02T17:56:54Z,4490206,202307226911,815,249.31,60.04,32.73,0.7,40,0,8
2023-08-02,2023-08-02T18:12:22Z,4490206,202307226911,928,249.81,59.93,31.62,0.29,38,0,3
2023-08-02,2023-08-02T18:27:55Z,4490206,202307226911,933,249.91,60.02,31.21,0.15,36,0,1
2023-08-02,2023-08-02T18:43:30Z,4490206,202307226911,935,250.12,59.97,30.8,0.08,35,0,0
2023-08-02,2023-08-02T05:56:31Z,4490206,202307226995,15,249.16,59.9,33.88,0.02,27,0,0
2023-08-02,2023-08-02T06:11:54Z,4490206,202307226995,923,248.59,59.95,32.11,0.14,28,0,0
2023-08-02,2023-08-02T06:27:24Z,4490206,202307226995,930,248.44,60.21,33.91,0.41,29,0,2
2023-08-02,2023-08-02T06:42:58Z,4490206,202307226995,934,247.69,60.05,34.9,0.89,30,0,5
2023-08-02,2023-08-02T06:58:30Z,4490206,202307226995,932,252.25,60.12,35.2,1.41,32,0,9
2023-08-02,2023-08-02T07:14:00Z,4490206,202307226995,930,251.88,60.03,35.09,1.97,34,0,14
2023-08-02,2023-08-02T07:29:36Z,4490206,202307226995,936,251.5,60.01,35.76,2.59,37,0,20
2023-08-02,2023-08-02T07:45:07Z,4490206,202307226995,931,252.16,59.95,35.65,3.28,40,0,26
2023-08-02,2023-08-02T08:00:35Z,4490206,202307226995,928,252.09,59.95,35.72,3.94,43,0,32
2023-08-02,2023-08-02T08:16:11Z,4490206,202307226995,936,251.72,59.98,35.61,4.59,45,0,38
2023-08-02,2023-08-02T08:31:45Z,4490206,202307226995,934,250.09,59.96,35.54,5.28,47,0,44
2023-08-02,2023-08-02T08:47:13Z,4490206,202307226995,928,252.81,60.01,35.32,6.08,49,0,51
2023-08-02,2023-08-02T09:02:47Z,4490206,202307226995,934,253.16,59.93,35.19,6.76,50,0,58
2023-08-02,2023-08-02T09:18:18Z,4490206,202307226995,931,253.31,60.16,34.95,7.57,52,0,64
2023-08-02,2023-08-02T09:33:50Z,4490206,202307226995,932,252.81,59.95,34.75,7.87,54,0,68
